"County","Year","Female Population","Male Population"
"Kilkenny","2015","49027","49184"
"Kilkenny","2016","49699","49533"
"Laois","1841","76403","77527"
"Laois","1842","74261","75385"
"Laois","1843","72119","73243"
"Laois","1844","69977","71101"
"Laois","1845","67835","68959"
"Laois","1846","65693","66817"
"Laois","1847","63551","64675"
"Laois","1848","61409","62533"
"Laois","1849","59267","60391"
"Laois","1850","57125","58249"
"Laois","1851","55556","56108"
"Laois","1852","54499","55051"
"Laois","1853","53442","53994"
"Laois","1854","52385","52937"
"Laois","1855","51328","51880"
"Laois","1856","50271","50823"
"Laois","1857","49214","49766"
"Laois","1858","48157","48709"
"Laois","1859","47100","47652"
"Laois","1860","46043","46595"
"Laois","1861","45112","45538"
"Laois","1862","44551","44977"
"Laois","1863","43990","44416"
"Laois","1864","43429","43855"
"Laois","1865","42868","43294"
"Laois","1866","42307","42733"
"Laois","1867","41746","42172"
"Laois","1868","41185","41611"
"Laois","1869","40624","41050"
"Laois","1870","40063","40489"
"Laois","1871","39843","39928"
"Laois","1872","39476","39561"
"Laois","1873","39110","39195"
"Laois","1874","38743","38828"
"Laois","1875","38377","38462"
"Laois","1876","38010","38095"
"Laois","1877","37644","37729"
"Laois","1878","37277","37362"
"Laois","1879","36911","36996"
"Laois","1880","36544","36629"
"Laois","1881","36861","36263"
"Laois","1882","36405","35807"
"Laois","1883","35950","35352"
"Laois","1884","35495","34897"
"Laois","1885","35040","34442"
"Laois","1886","34585","33987"
"Laois","1887","34130","33532"
"Laois","1888","33675","33077"
"Laois","1889","33220","32622"
"Laois","1890","32765","32167"
"Laois","1891","33171","31712"
"Laois","1892","32772","31313"
"Laois","1893","32373","30914"
"Laois","1894","31974","30515"
"Laois","1895","31575","30116"
"Laois","1896","31176","29717"
"Laois","1897","30777","29318"
"Laois","1898","30378","28919"
"Laois","1899","29979","28520"
"Laois","1900","29580","28121"
"Laois","1901","29694","27723"
"Laois","1902","29513","27542"
"Laois","1903","29333","27362"
"Laois","1904","29152","27181"
"Laois","1905","28972","27001"
"Laois","1906","28791","26820"
"Laois","1907","28611","26640"
"Laois","1908","28430","26459"
"Laois","1909","28250","26279"
"Laois","1910","28069","26098"
"Laois","1911","28711","25918"
"Laois","1912","28605","25812"
"Laois","1913","28500","25707"
"Laois","1914","28395","25602"
"Laois","1915","28290","25497"
"Laois","1916","28185","25392"
"Laois","1917","28080","25287"
"Laois","1918","27975","25182"
"Laois","1919","27870","25077"
"Laois","1920","27765","24972"
"Laois","1921","27660","24867"
"Laois","1922","27555","24762"
"Laois","1923","27450","24657"
"Laois","1924","27345","24552"
"Laois","1925","27240","24447"
"Laois","1926","27198","24342"
"Laois","1927","27059","24203"
"Laois","1928","26921","24065"
"Laois","1929","26783","23927"
"Laois","1930","26645","23789"
"Laois","1931","26506","23650"
"Laois","1932","26368","23512"
"Laois","1933","26230","23374"
"Laois","1934","26092","23236"
"Laois","1935","25954","23098"
"Laois","1936","27149","22960"
"Laois","1937","27147","22958"
"Laois","1938","27146","22957"
"Laois","1939","27144","22955"
"Laois","1940","27143","22954"
"Laois","1941","27141","22952"
"Laois","1942","27140","22951"
"Laois","1943","27139","22950"
"Laois","1944","27137","22948"
"Laois","1945","27136","22947"
"Laois","1946","26751","22946"
"Laois","1947","26617","22812"
"Laois","1948","26483","22678"
"Laois","1949","26349","22544"
"Laois","1950","26215","22410"
"Laois","1951","26154","22276"
"Laois","1952","26069","22191"
"Laois","1953","25985","22107"
"Laois","1954","25900","22022"
"Laois","1955","25816","21938"
"Laois","1956","25233","21854"
"Laois","1957","25078","21699"
"Laois","1958","24923","21544"
"Laois","1959","24768","21389"
"Laois","1960","24613","21234"
"Laois","1961","23989","21080"
"Laois","1962","23967","21058"
"Laois","1963","23946","21037"
"Laois","1964","23924","21015"
"Laois","1965","23903","20994"
"Laois","1966","23622","20973"
"Laois","1967","23718","21069"
"Laois","1968","23814","21165"
"Laois","1969","23910","21261"
"Laois","1970","24006","21357"
"Laois","1971","23805","21454"
"Laois","1972","24091","21740"
"Laois","1973","24377","22026"
"Laois","1974","24663","22312"
"Laois","1975","24950","22599"
"Laois","1976","25236","22885"
"Laois","1977","25522","23171"
"Laois","1978","25808","23457"
"Laois","1979","26192","23744"
"Laois","1980","26518","24070"
"Laois","1981","26774","24397"
"Laois","1982","27045","24668"
"Laois","1983","27316","24939"
"Laois","1984","27587","25210"
"Laois","1985","27858","25481"
"Laois","1986","27531","25753"
"Laois","1987","27462","25684"
"Laois","1988","27393","25615"
"Laois","1989","27325","25547"
"Laois","1990","27256","25478"
"Laois","1991","26904","25410"
"Laois","1992","26979","25485"
"Laois","1993","27054","25560"
"Laois","1994","27129","25635"
"Laois","1995","27204","25710"
"Laois","1996","27160","25785"
"Laois","1997","27636","26261"
"Laois","1998","28112","26737"
"Laois","1999","28588","27213"
"Laois","2000","29065","27690"
"Laois","2001","29541","28166"
"Laois","2002","30131","28643"
"Laois","2003","31572","30084"
"Laois","2004","33014","31526"
"Laois","2005","34455","32967"
"Laois","2006","32650","34409"
"Laois","2007","33885","35644"
"Laois","2008","35121","36880"
"Laois","2009","36356","38115"
"Laois","2010","37592","39351"
"Laois","2011","39972","40587"
"Laois","2012","40416","41031"
"Laois","2013","40861","41476"
"Laois","2014","41306","41921"
"Laois","2015","41751","42366"
"Laois","2016","41886","42811"
"Leitrim","1841","77501","77796"
"Leitrim","1842","75300","75595"
"Leitrim","1843","73099","73394"
"Leitrim","1844","70898","71193"
"Leitrim","1845","68697","68992"
"Leitrim","1846","66496","66791"
"Leitrim","1847","64295","64590"
"Leitrim","1848","62094","62389"
"Leitrim","1849","59893","60188"
"Leitrim","1850","57692","57987"
"Leitrim","1851","56111","55786"
"Leitrim","1852","55750","55425"
"Leitrim","1853","55390","55065"
"Leitrim","1854","55029","54704"
"Leitrim","1855","54669","54344"
"Leitrim","1856","54308","53983"
"Leitrim","1857","53948","53623"
"Leitrim","1858","53588","53263"
"Leitrim","1859","53227","52902"
"Leitrim","1860","52867","52542"
"Leitrim","1861","52562","52182"
"Leitrim","1862","52127","51747"
"Leitrim","1863","51693","51313"
"Leitrim","1864","51258","50878"
"Leitrim","1865","50824","50444"
"Leitrim","1866","50389","50009"
"Leitrim","1867","49955","49575"
"Leitrim","1868","49521","49141"
"Leitrim","1869","49086","48706"
"Leitrim","1870","48652","48272"
"Leitrim","1871","47724","47838"
"Leitrim","1872","47458","47572"
"Leitrim","1873","47192","47306"
"Leitrim","1874","46927","47041"
"Leitrim","1875","46661","46775"
"Leitrim","1876","46396","46510"
"Leitrim","1877","46130","46244"
"Leitrim","1878","45864","45978"
"Leitrim","1879","45599","45713"
"Leitrim","1880","45333","45447"
"Leitrim","1881","45190","45182"
"Leitrim","1882","44562","44554"
"Leitrim","1883","43934","43926"
"Leitrim","1884","43306","43298"
"Leitrim","1885","42678","42670"
"Leitrim","1886","42050","42042"
"Leitrim","1887","41422","41414"
"Leitrim","1888","40794","40786"
"Leitrim","1889","40166","40158"
"Leitrim","1890","39538","39530"
"Leitrim","1891","39715","38903"
"Leitrim","1892","39249","38437"
"Leitrim","1893","38783","37971"
"Leitrim","1894","38317","37505"
"Leitrim","1895","37851","37039"
